age,gender,region,account_type,tenure_years,credit_score,account_balance,num_products,monthly_transactions,complaints_12mo,debt_to_income,digital_engagement,has_active_loan,has_credit_card,annual_income_cleaned,complaints_12mo_missing,credit_score_missing,gender_missing,account_age_days,balance_income_ratio,txn_per_product,complaint_txn_ratio,low_engagement_flag
58,Male,Cebu,Checking,8.1,660.0,141683.23,3.0,13.0,0.0,0.214,94.5,0,0.0,58349.0,0,0,0,4664,2.428203225377844,3.25,0.0,0
39,Female,Luzon,Checking,0.1,612.0,171540.9,1.0,15.0,1.0,0.153,62.1,0,1.0,77328.0,0,0,0,5034,2.2183542830253162,7.5,0.0625,0
36,Male,Mindanao,Savings,0.1,657.0,230035.98,1.0,24.0,1.0,0.041,61.6,1,1.0,83829.0,0,0,0,564,2.7441097949069646,12.0,0.04,0
39,Male,Mindanao,Savings,1.1,684.0,110753.34,3.0,9.0,0.0,0.028,58.6,1,1.0,90604.0,0,1,0,2508,1.2223890777314204,2.25,0.0,0
23,Female,Cebu,Premium,3.8,637.0,28531.13,2.0,17.0,0.0,0.31,51.1,1,1.0,73514.0,0,0,0,4276,0.38810471474293196,5.666666666666667,0.0,0
32,Female,Davao,Premium,0.7,684.0,113610.99,5.0,14.0,0.0,0.337,68.8,0,1.0,246938.0,0,1,0,11876,0.46007900768427673,2.3333333333333335,0.0,0
37,Female,Luzon,Savings,3.5,667.0,177086.14,2.0,19.0,2.0,0.289,35.3,1,1.0,180000.0,0,0,0,4036,0.9838118888834233,6.333333333333333,0.1,1
48,Female,Luzon,Savings,2.3,608.0,251510.56,3.0,24.0,0.0,0.28,78.8,0,1.0,271263.0,0,0,0,7736,0.9271834345232222,6.0,0.0,0
60,Female,Davao,Checking,1.6,708.0,27295.45,1.0,12.0,1.0,0.092,73.2,0,0.0,30034.0,0,0,0,4563,0.9088183391852961,6.0,0.07692307692307693,0
31,Female,Metro Manila,Savings,0.1,540.0,7545.53,3.0,19.0,0.0,0.381,58.6,1,1.0,19702.0,0,0,0,5060,0.3829829458743791,4.75,0.0,0
57,Female,Luzon,Premium,10.6,780.0,84160.99,2.0,18.0,1.0,0.5,69.0,1,1.0,61104.0,0,0,0,521,1.3773401086446495,6.0,0.05263157894736842,0
57,Female,Davao,Business,0.9,673.0,96576.01,2.0,18.0,1.0,0.443,85.1,0,1.0,33985.0,0,0,0,3156,2.8417245842918426,6.0,0.05263157894736842,0
36,Female,Metro Manila,Checking,3.6,579.0,15491.59,1.0,12.0,0.0,0.05,49.3,1,1.0,38508.0,0,0,0,10218,0.40229536718597964,6.0,0.0,0
35,Female,Metro Manila,Business,16.3,627.0,38740.15,2.0,15.0,0.0,0.35,76.7,0,0.0,23746.0,0,0,0,9118,1.6314389791277926,5.0,0.0,0
22,Male,Mindanao,Savings,0.5,769.0,118365.25,2.0,15.0,0.0,0.289,61.6,1,0.0,45000.0,0,0,0,6231,2.630338888830437,5.0,0.0,0
61,Male,Metro Manila,Checking,5.0,652.0,177367.66,5.0,23.0,1.0,0.331,61.6,0,1.0,63981.0,0,0,0,10883,2.7721926821592007,3.8333333333333335,0.041666666666666664,0
54,Female,Cebu,Business,4.6,673.0,85092.64,3.0,21.0,0.0,0.367,60.7,0,1.0,77698.0,0,0,0,11496,1.0951715616734643,5.25,0.0,0
61,Male,Luzon,Savings,0.1,617.0,41439.74,4.0,25.0,0.0,0.14,19.7,0,1.0,60817.0,0,0,0,2333,0.6813841524461682,5.0,0.0,1
37,Male,Visayas,Savings,7.0,592.0,47352.76,3.0,16.0,0.0,0.275,79.4,1,1.0,89684.0,0,0,0,8419,0.5279956290918336,4.0,0.0,0
24,Male,Metro Manila,Premium,0.2,662.0,62150.48,5.0,18.0,0.0,0.237,15.6,1,1.0,47000.0,0,0,0,7278,1.3223506382697372,3.0,0.0,1
42,Female,Cebu,Checking,28.4,650.0,229598.54,3.0,21.0,0.0,0.33,66.5,1,1.0,124861.0,0,0,1,12270,1.838833102395153,5.25,0.0,0
35,Prefer not to say,Visayas,Savings,11.7,736.0,40090.22,4.0,19.0,1.0,0.421,71.1,0,1.0,15000.0,0,0,0,2261,2.6726813331551544,3.8,0.05,0
41,Male,Luzon,Savings,7.6,704.0,39842.2,2.0,28.0,2.0,0.098,82.2,1,0.0,21443.0,0,0,0,9392,1.8580515785170892,9.333333333333334,0.06896551724137931,0
43,Female,Metro Manila,Premium,7.3,549.0,154474.08,,18.0,1.0,0.081,65.3,0,1.0,66960.0,0,0,0,7834,2.30696057344225,,0.05263157894736842,0
56,Male,Davao,Savings,3.3,513.0,60595.76,3.0,14.0,0.0,0.373,58.1,0,0.0,50146.0,0,0,0,10028,1.2083867107803536,3.5,0.0,0
49,Female,Cebu,Checking,5.5,684.0,87809.76,2.0,14.0,0.0,0.566,20.0,1,1.0,40631.0,0,1,0,7328,2.1611518298303967,4.666666666666667,0.0,1
33,Male,Metro Manila,Checking,13.6,626.0,169945.23,5.0,18.0,0.0,0.258,61.6,0,1.0,62604.0,0,0,0,6410,2.7146065746164045,3.0,0.0,0
25,Female,Metro Manila,Savings,0.3,783.0,204799.31,1.0,18.0,2.0,0.31,74.0,0,1.0,117204.0,0,0,0,9788,1.747374748287197,9.0,0.10526315789473684,0
45,Male,Cebu,Savings,1.4,805.0,293131.57,2.0,21.0,3.0,0.396,59.3,1,0.0,118517.0,0,0,0,10604,2.4733293113859336,7.0,0.13636363636363635,0
45,Female,Luzon,Checking,10.6,699.0,49726.23,2.0,16.0,0.0,0.283,76.0,1,0.0,30355.0,0,0,0,4640,1.6381561521450123,5.333333333333333,0.0,0
58,Female,Mindanao,Checking,7.5,674.0,8829.76,2.0,12.0,2.0,0.131,61.6,0,1.0,41000.0,0,0,0,10913,0.2153599999947473,4.0,0.15384615384615385,0
35,Male,Metro Manila,Business,0.1,731.0,28134.42,3.0,20.0,2.0,0.364,8.4,1,1.0,15000.0,0,0,0,8051,1.8756279998749579,5.0,0.09523809523809523,1
32,Male,Cebu,Premium,4.5,647.0,28442.18,1.0,21.0,0.0,0.05,32.9,0,1.0,24240.0,0,0,0,9480,1.1733572606776668,10.5,0.0,1
38,Female,Luzon,Savings,15.3,615.0,18627.19,2.0,26.0,0.0,0.275,84.9,0,0.0,15000.0,0,0,0,5110,1.2418126665838791,8.666666666666666,0.0,0
53,Male,Davao,Savings,0.8,711.0,28756.13,4.0,18.0,0.0,0.403,87.4,1,1.0,22257.0,0,0,0,2860,1.2920038638948643,3.6,0.0,0
32,Male,Luzon,Checking,2.8,668.0,76567.59,2.0,26.0,0.0,0.082,49.1,0,1.0,78708.0,0,0,0,1091,0.9728056868301468,8.666666666666666,0.0,0
76,Male,Metro Manila,Savings,1.0,740.0,93251.96,4.0,13.0,0.0,0.146,71.3,0,1.0,53927.0,0,0,0,2429,1.7292258052231866,2.6,0.0,0
51,Female,Davao,Savings,1.4,753.0,56329.22,1.0,13.0,1.0,0.047,40.4,1,1.0,39225.0,0,0,0,10884,1.4360540471271879,6.5,0.07142857142857142,0
57,Male,Davao,Checking,4.8,618.0,2799.37,5.0,22.0,0.0,0.618,47.3,0,0.0,25957.0,0,0,0,9071,0.10784643833617727,3.6666666666666665,0.0,0
61,Female,Luzon,Premium,10.7,742.0,69949.86,2.0,21.0,0.0,0.131,61.6,0,1.0,46893.0,0,0,0,537,1.4916908706738385,7.0,0.0,0
35,Male,Davao,Checking,1.0,552.0,243094.97,1.0,24.0,0.0,0.04,52.4,1,0.0,87000.0,0,0,0,1190,2.7941950574391474,12.0,0.0,0
53,Female,Luzon,Checking,5.4,589.0,93138.01,2.0,14.0,1.0,0.322,35.3,1,0.0,38184.0,0,0,0,4733,2.439189451015106,4.666666666666667,0.06666666666666667,1
64,Female,Luzon,Premium,1.4,770.0,7821.8,1.0,17.0,0.0,0.273,72.0,0,0.0,64468.0,0,0,1,5107,0.12132841099271999,8.5,0.0,0
27,Male,Visayas,Premium,0.8,524.0,21822.74,2.0,13.0,0.0,0.258,38.6,0,1.0,20594.0,0,0,0,3104,1.0596649509051344,4.333333333333333,0.0,1
44,Male,Visayas,Savings,28.4,767.0,84991.07,2.0,19.0,0.0,0.173,64.1,0,1.0,40279.0,0,0,0,9593,2.1100590878097756,6.333333333333333,0.0,0
47,Female,Visayas,Savings,6.4,752.0,81670.95,4.0,13.0,2.0,0.258,77.0,0,1.0,53537.0,0,0,0,9239,1.5255047910505724,2.6,0.14285714285714285,0
49,Female,Luzon,Checking,0.4,850.0,24298.02,1.0,19.0,1.0,0.224,70.2,1,1.0,33700.0,0,0,0,5995,0.7210094955275664,9.5,0.05,0
49,Female,Cebu,Premium,4.3,650.0,418135.54,4.0,18.0,0.0,0.465,63.2,0,0.0,190000.0,1,0,1,6748,2.2007133684094695,3.6,0.0,0
39,Male,Metro Manila,Savings,35.0,551.0,54383.84,2.0,24.0,0.0,0.207,61.6,0,0.0,68925.0,0,0,0,12366,0.7890292346639242,8.0,0.0,0
41,Female,Metro Manila,Savings,8.4,742.0,136160.22,2.0,18.0,4.0,0.475,51.2,1,0.0,112000.0,0,0,0,12369,1.2157162499891454,6.0,0.21052631578947367,0
34,Male,Luzon,Savings,3.8,830.0,40837.15,6.0,14.0,0.0,0.381,80.5,0,1.0,20523.0,0,0,0,774,1.989823612435325,2.0,0.0,0
32,Prefer not to say,Mindanao,Checking,4.0,761.0,133248.59,2.0,18.0,0.0,0.245,90.5,1,1.0,57051.0,0,0,0,4559,2.3356048096907047,6.0,0.0,0
48,Female,Davao,Savings,1.0,710.0,69664.57,2.0,18.0,0.0,0.328,61.6,1,0.0,62987.0,0,0,0,7991,1.1060150507071933,6.0,0.0,0
33,Male,Metro Manila,Business,9.5,705.0,54834.55,1.0,21.0,0.0,0.088,62.5,1,0.0,35654.0,0,0,0,5075,1.537963482315085,10.5,0.0,0
45,Male,Cebu,Checking,0.7,731.0,29115.45,2.0,19.0,0.0,0.446,61.6,0,1.0,63600.0,0,0,0,2116,0.4577900943324247,6.333333333333333,0.0,0
40,Male,Luzon,Savings,0.2,833.0,110268.24,4.0,17.0,1.0,0.074,49.6,1,1.0,45689.0,0,0,0,9959,2.413452690966897,3.4,0.05555555555555555,0
47,Female,Metro Manila,Savings,4.4,679.0,17564.0,1.0,17.0,0.0,0.258,72.9,1,1.0,15000.0,0,0,0,968,1.1709333332552712,8.5,0.0,0
60,Female,Visayas,Savings,31.7,691.0,160284.19,2.0,14.0,0.0,0.258,60.1,0,1.0,77132.0,0,0,0,12081,2.0780504848561163,4.666666666666667,0.0,0
51,Male,Metro Manila,Savings,26.5,771.0,64998.27,1.0,17.0,0.0,0.159,55.2,1,1.0,41651.0,0,0,0,4214,1.5605452449746573,8.5,0.0,0
18,Female,Luzon,Savings,1.9,684.0,139890.23,1.0,16.0,2.0,0.195,66.8,0,1.0,57300.0,0,1,0,5427,2.4413652704635016,8.0,0.11764705882352941,0
31,Female,Metro Manila,Checking,3.3,718.0,242098.93,2.0,12.0,2.0,0.258,22.0,0,1.0,106150.0,0,0,0,3027,2.280724729135368,4.0,0.15384615384615385,1
37,Male,Visayas,Premium,5.6,603.0,24881.3,2.0,18.0,2.0,0.165,82.3,0,0.0,29000.0,0,0,0,4673,0.8579758620393801,6.0,0.10526315789473684,0
73,Prefer not to say,Luzon,Savings,0.9,680.0,13794.32,2.0,18.0,1.0,0.143,38.6,0,1.0,64996.0,0,0,0,9236,0.21223336820400895,6.0,0.05263157894736842,1
51,Female,Luzon,Premium,2.1,619.0,68001.54,3.0,14.0,0.0,0.098,78.6,0,1.0,34885.0,0,0,0,6801,1.9493060053905886,3.5,0.0,0
57,Male,Cebu,Savings,2.2,696.0,76452.61,1.0,19.0,1.0,0.339,64.7,1,1.0,35342.0,0,0,0,10525,2.1632225113982453,9.5,0.05,0
70,Male,Metro Manila,Savings,2.0,776.0,14718.01,2.0,12.0,1.0,0.386,65.4,0,1.0,77365.0,0,0,0,11864,0.19024119433606618,4.0,0.07692307692307693,0
49,Male,Davao,Checking,1.1,727.0,265172.81,3.0,19.0,0.0,0.458,38.1,0,1.0,91816.0,0,0,0,1936,2.8880893308041293,4.75,0.0,1
57,Male,Metro Manila,Checking,5.8,668.0,33458.63,3.0,18.0,0.0,0.092,58.3,1,0.0,34737.0,0,0,0,614,0.9631986066452716,4.5,0.0,0
36,Male,Mindanao,Savings,7.2,633.0,29486.48,1.0,17.0,0.0,0.258,91.7,0,0.0,22000.0,0,0,0,7373,1.340294545393623,8.5,0.0,0
32,Female,Visayas,Checking,1.2,779.0,83913.15,2.0,18.0,0.0,0.158,61.6,0,0.0,66570.0,0,0,0,11152,1.260525011247401,6.0,0.0,0
35,Female,Luzon,Premium,0.3,567.0,76186.94,3.0,12.0,0.0,0.258,55.6,0,0.0,60000.0,0,0,0,3747,1.2697823333121703,3.0,0.0,0
33,Male,Cebu,Savings,7.5,684.0,154289.19,2.0,20.0,0.0,0.265,19.2,0,0.0,108871.0,0,1,0,7066,1.4171743623056905,6.666666666666667,0.0,1
44,Male,Davao,Checking,3.1,671.0,137121.97,3.0,21.0,1.0,0.336,90.1,0,0.0,86902.0,0,0,0,9693,1.5778919932616293,5.25,0.045454545454545456,0
45,Female,Metro Manila,Checking,1.6,656.0,23831.76,2.0,19.0,1.0,0.18,77.2,0,1.0,22440.0,0,0,0,10849,1.0620213903270044,6.333333333333333,0.05,0
54,Male,Metro Manila,Premium,6.1,575.0,132145.75,,15.0,0.0,0.226,69.1,0,1.0,125706.0,0,0,0,6668,1.0512286605169903,,0.0,0
43,Female,Luzon,Business,1.5,741.0,149477.04,2.0,12.0,1.0,0.32,48.3,0,1.0,62754.0,0,0,0,6363,2.3819523854673497,4.0,0.07692307692307693,0
68,Female,Metro Manila,Business,5.7,703.0,23955.69,1.0,21.0,2.0,0.069,72.9,1,0.0,30377.0,0,0,1,570,0.7886127662116531,10.5,0.09090909090909091,0
43,Female,Metro Manila,Savings,7.8,657.0,148200.38,3.0,23.0,0.0,0.187,58.6,0,0.0,69404.0,0,0,0,5503,2.1353290876298874,5.75,0.0,0
53,Male,Metro Manila,Premium,6.8,717.0,30426.42,1.0,20.0,0.0,0.152,78.9,0,1.0,48305.0,0,0,0,10843,0.6298813787262212,10.0,0.0,0
44,Male,Mindanao,Premium,1.1,826.0,194677.18,3.0,20.0,0.0,0.33,61.6,1,1.0,88750.0,0,0,0,11842,2.193545690116129,5.0,0.0,0
32,Male,Metro Manila,Premium,0.1,738.0,10570.72,3.0,24.0,0.0,0.279,71.6,0,1.0,73200.0,0,0,0,2439,0.1444087431674261,6.0,0.0,0
61,Male,Luzon,Business,6.9,684.0,528376.8,3.0,16.0,1.0,0.39,71.2,1,1.0,350873.0,0,1,0,7166,1.5058918754036195,4.0,0.058823529411764705,0
39,Male,Davao,Savings,7.3,627.0,50473.68,1.0,21.0,0.0,0.198,42.0,1,1.0,24356.0,0,0,0,1355,2.0723304318413396,10.5,0.0,0
63,Male,Metro Manila,Checking,3.5,621.0,55155.79,4.0,11.0,0.0,0.223,40.9,0,0.0,63000.0,0,0,0,7097,0.8754887301448335,2.2,0.0,0
32,Female,Metro Manila,Checking,5.7,480.0,28532.76,3.0,25.0,0.0,0.467,60.4,1,1.0,43582.0,0,0,0,2411,0.6546913863371416,6.25,0.0,0
63,Male,Davao,Savings,1.9,644.0,33317.07,2.0,13.0,1.0,0.131,18.7,0,1.0,102000.0,0,0,0,8610,0.3266379411732683,4.333333333333333,0.07142857142857142,1
26,Prefer not to say,Visayas,Business,27.8,692.0,66170.8,1.0,24.0,0.0,0.225,71.7,1,0.0,133383.0,0,0,0,4542,0.4960962041602296,12.0,0.0,0
44,Female,Luzon,Savings,6.6,684.0,144422.77,5.0,21.0,0.0,0.227,75.2,0,1.0,95449.0,0,1,0,9035,1.513088350831197,3.5,0.0,0
41,Female,Metro Manila,Checking,3.4,720.0,107207.98,2.0,16.0,0.0,0.173,36.5,1,1.0,53141.0,0,0,0,7426,2.017424963737652,5.333333333333333,0.0,1
42,Female,Metro Manila,Savings,9.9,716.0,217935.51,4.0,17.0,0.0,0.309,89.9,1,1.0,83199.0,0,0,0,11998,2.6194486712265843,3.4,0.0,0
53,Male,Cebu,Checking,7.3,683.0,139628.96,2.0,16.0,2.0,0.258,18.6,0,0.0,51490.0,0,0,0,9999,2.711768498684953,5.333333333333333,0.11764705882352941,1
44,Male,Luzon,Checking,9.6,607.0,307534.18,2.0,14.0,0.0,0.342,19.4,0,0.0,108000.0,0,0,0,5901,2.847538703677338,4.666666666666667,0.0,1
37,Male,Metro Manila,Checking,1.9,508.0,28929.87,1.0,17.0,0.0,0.35,86.1,1,1.0,76718.0,0,0,0,1683,0.37709364164371995,8.5,0.0,0
33,Male,Metro Manila,Business,1.9,766.0,4017.98,4.0,12.0,0.0,0.327,68.2,0,0.0,15137.0,0,0,0,3226,0.2654409724340727,2.4,0.0,0
44,Female,Luzon,Savings,1.8,562.0,63007.47,1.0,18.0,0.0,0.278,69.4,0,1.0,94453.0,0,0,0,661,0.6670774882675291,9.0,0.0,0
49,Male,Luzon,Savings,4.0,829.0,108774.83,3.0,18.0,5.0,0.313,35.4,1,1.0,48486.0,0,0,0,8247,2.243427587298531,4.5,0.2631578947368421,1
43,Female,Metro Manila,Savings,15.0,684.0,10375.97,1.0,24.0,1.0,0.234,70.0,0,0.0,30852.0,0,1,1,10029,0.3363143394160406,12.0,0.04,0
34,Female,Metro Manila,Premium,3.0,684.0,62710.59,,18.0,0.0,0.341,69.6,0,1.0,37258.0,0,1,0,11172,1.6831442911137702,,0.0,0
41,Male,Cebu,Savings,0.3,609.0,17040.03,3.0,18.0,0.0,0.18,51.4,0,0.0,15000.0,0,0,0,5665,1.1360019999242665,4.5,0.0,0
23,Female,Metro Manila,Premium,6.6,684.0,27021.33,4.0,19.0,4.0,0.422,42.7,1,1.0,60963.0,0,1,0,7782,0.44324147432962224,3.8,0.2,0
25,Female,Cebu,Business,2.3,465.0,54271.79,1.0,21.0,0.0,0.054,78.5,0,0.0,30697.0,0,0,0,11793,1.7679835162469302,10.5,0.0,0
29,Female,Metro Manila,Premium,0.7,758.0,67270.33,3.0,15.0,0.0,0.41,82.9,1,1.0,35984.0,0,0,0,7531,1.8694511449013602,3.75,0.0,0
21,Male,Davao,Savings,2.9,642.0,15993.06,1.0,16.0,0.0,0.21,26.5,0,1.0,21162.0,0,0,0,11278,0.7557442585409817,8.0,0.0,1
31,Male,Mindanao,Business,3.1,643.0,104344.41,5.0,18.0,0.0,0.284,74.8,0,1.0,60564.0,0,0,0,7487,1.7228784426107444,3.0,0.0,0
23,Female,Metro Manila,Checking,5.3,719.0,67988.19,4.0,16.0,0.0,0.232,45.8,1,0.0,59115.0,0,0,0,7331,1.150100482091684,3.2,0.0,0
21,Male,Cebu,Premium,0.5,594.0,94656.16,2.0,10.0,1.0,0.446,56.2,1,0.0,48042.0,0,0,0,4136,1.970279338870774,3.3333333333333335,0.09090909090909091,0
45,Female,Mindanao,Savings,3.4,708.0,245922.73,2.0,22.0,1.0,0.154,65.7,0,0.0,107000.0,0,0,0,9532,2.2983432710065577,7.333333333333333,0.043478260869565216,0
47,Female,Visayas,Savings,6.4,752.0,79489.0,4.0,13.0,2.0,0.258,77.0,0,1.0,53537.0,0,0,0,9263,1.484748865243014,2.6,0.14285714285714285,0
42,Male,Visayas,Checking,9.5,797.0,64375.02,1.0,20.0,0.0,0.434,67.2,1,0.0,54141.0,0,0,0,5664,1.1890253227463654,10.0,0.0,0
30,Male,Visayas,Savings,4.1,715.0,112999.6,2.0,14.0,1.0,0.202,91.4,1,1.0,72818.0,0,0,0,3337,1.5518086187268012,4.666666666666667,0.06666666666666667,0
41,Female,Davao,Savings,0.2,773.0,6282.78,3.0,29.0,1.0,0.205,77.2,1,1.0,28310.0,0,0,0,2742,0.22192794064917243,7.25,0.03333333333333333,0
51,Female,Metro Manila,Savings,1.2,629.0,17846.69,5.0,19.0,0.0,0.497,67.7,1,0.0,82194.0,0,0,0,12060,0.2171288658513136,3.1666666666666665,0.0,0
39,Female,Luzon,Savings,7.6,684.0,99022.91,2.0,21.0,0.0,0.252,71.2,0,0.0,62970.0,0,1,0,9615,1.5725410512692943,7.0,0.0,0
29,Male,Luzon,Business,0.2,591.0,116888.77,1.0,16.0,0.0,0.321,75.6,1,1.0,169968.0,0,0,0,10776,0.687710451375037,8.0,0.0,0
50,Female,Metro Manila,Checking,1.9,664.0,20258.8,3.0,17.0,2.0,0.332,65.4,0,1.0,39540.0,0,0,0,4182,0.5123621648833494,4.25,0.1111111111111111,0
48,Female,Mindanao,Premium,1.9,586.0,39303.75,1.0,17.0,0.0,0.116,73.0,1,1.0,43670.0,0,0,0,2766,0.9000171742408972,8.5,0.0,0
38,Prefer not to say,Metro Manila,Savings,16.9,630.0,37290.06,2.0,14.0,0.0,0.179,69.3,0,1.0,33374.0,0,0,0,8255,1.1173386468173625,4.666666666666667,0.0,0
43,Male,Luzon,Checking,5.7,587.0,21214.79,2.0,16.0,0.0,0.099,71.0,1,1.0,31160.0,0,0,0,3593,0.6808340821347615,5.333333333333333,0.0,0
53,Female,Cebu,Savings,0.0,740.0,70559.91,2.0,14.0,0.0,0.078,28.7,1,0.0,61893.0,1,0,0,11540,1.1400305365527599,4.666666666666667,0.0,1
18,Male,Davao,Checking,5.1,684.0,37256.99,2.0,17.0,0.0,0.099,48.1,1,1.0,60154.0,0,1,0,1569,0.61936014229113,5.666666666666667,0.0,0
57,Male,Mindanao,Premium,6.1,669.0,129872.67,3.0,11.0,5.0,0.258,67.8,1,1.0,55566.0,0,0,0,6689,2.3372686534510803,2.75,0.4166666666666667,0
44,Female,Mindanao,Premium,6.2,645.0,109792.1,2.0,31.0,0.0,0.451,43.3,0,1.0,61784.0,0,0,0,10795,1.7770312702030133,10.333333333333334,0.0,0
37,Male,Visayas,Premium,2.3,753.0,9032.08,1.0,21.0,1.0,0.363,30.5,1,0.0,15522.0,0,0,0,6505,0.5818889318011925,10.5,0.045454545454545456,1
67,Male,Luzon,Business,8.9,790.0,105833.96,3.0,18.0,0.0,0.286,61.6,0,0.0,55125.0,1,0,0,2893,1.9198904308041744,4.5,0.0,0
29,Female,Metro Manila,Checking,3.0,782.0,99677.76,1.0,13.0,0.0,0.14,37.8,0,0.0,56344.0,0,0,0,4454,1.7690927161406875,6.5,0.0,1
28,Female,Luzon,Checking,3.5,597.0,33943.88,3.0,14.0,0.0,0.248,61.6,0,1.0,52929.0,0,0,0,380,0.6413096789918322,3.5,0.0,0
39,Male,Luzon,Savings,0.7,582.0,50771.51,3.0,14.0,0.0,0.47,72.3,0,1.0,23685.0,0,0,0,1282,2.1436145238698074,3.5,0.0,0
51,Male,Metro Manila,Savings,0.1,850.0,84412.8,1.0,20.0,0.0,0.431,64.7,1,0.0,36062.0,0,0,0,9687,2.340768676103911,10.0,0.0,0
49,Female,Cebu,Savings,10.5,763.0,77264.55,3.0,17.0,0.0,0.295,85.7,0,1.0,30980.0,0,0,0,5469,2.4940138798420266,4.25,0.0,0
34,Male,Luzon,Savings,0.8,825.0,58882.78,6.0,16.0,2.0,0.38,41.0,1,0.0,25221.0,0,0,0,1469,2.33467269329786,2.2857142857142856,0.11764705882352941,0
35,Female,Metro Manila,Checking,4.5,688.0,46546.66,4.0,14.0,0.0,0.394,61.6,1,1.0,21920.0,0,0,0,6181,2.123479014501666,2.8,0.0,0
59,Female,Cebu,Checking,4.6,632.0,30364.98,1.0,25.0,0.0,0.089,61.7,1,0.0,60710.0,1,0,0,6014,0.5001643880662138,12.5,0.0,0
26,Female,Davao,Checking,1.2,766.0,13356.64,1.0,22.0,0.0,0.258,61.6,1,1.0,16178.0,0,0,1,2153,0.8256051427354676,11.0,0.0,0
47,Male,Cebu,Savings,3.4,684.0,71119.67,1.0,20.0,0.0,0.149,64.3,1,0.0,51933.0,0,1,0,8305,1.3694504457402912,10.0,0.0,0
47,Male,Metro Manila,Premium,3.7,784.0,243187.53,1.0,13.0,3.0,0.117,46.7,0,1.0,90558.0,0,0,0,9869,2.6854339759857173,6.5,0.21428571428571427,0
30,Female,Davao,Premium,0.1,658.0,103893.12,1.0,19.0,0.0,0.403,82.4,0,1.0,60522.0,0,0,0,6343,1.71661742834479,9.5,0.0,0
40,Male,Cebu,Savings,8.4,592.0,81752.81,3.0,19.0,0.0,0.063,51.7,0,1.0,62000.0,0,0,0,8819,1.3185937096561517,4.75,0.0,0
18,Male,Visayas,Savings,10.3,821.0,46963.47,1.0,20.0,3.0,0.357,36.9,0,1.0,49187.0,0,0,0,10176,0.9547943562129263,10.0,0.14285714285714285,1
62,Female,Luzon,Savings,2.4,700.0,25080.33,2.0,18.0,0.0,0.231,69.8,1,0.0,28576.0,0,0,0,5290,0.8776711225896672,6.0,0.0,0
41,Female,Cebu,Checking,11.1,491.0,44149.52,1.0,13.0,0.0,0.429,63.8,0,0.0,23513.0,0,0,0,7050,1.8776642707490465,6.5,0.0,0
42,Female,Cebu,Business,0.3,670.0,43316.33,4.0,21.0,0.0,0.437,31.2,0,1.0,40615.0,0,0,0,2904,1.066510648748824,4.2,0.0,1
36,Female,Luzon,Savings,3.0,731.0,58920.54,2.0,18.0,1.0,0.143,33.1,1,1.0,74154.0,0,0,0,6328,0.794569949014287,6.0,0.05263157894736842,1
74,Female,Visayas,Checking,10.1,711.0,22853.26,2.0,17.0,0.0,0.355,52.1,1,1.0,54900.0,0,0,0,2797,0.4162706739450588,5.666666666666667,0.0,0
49,Male,Mindanao,Checking,0.4,740.0,39487.19,1.0,18.0,0.0,0.297,53.0,1,0.0,37598.0,0,0,0,9508,1.0502470875831096,9.0,0.0,0
38,Male,Cebu,Checking,0.0,801.0,5861.86,1.0,14.0,0.0,0.3,61.9,1,0.0,15000.0,0,0,0,2902,0.3907906666406139,7.0,0.0,0
32,Female,Metro Manila,Premium,6.7,773.0,109918.74,1.0,23.0,1.0,0.229,67.5,0,0.0,47159.0,0,0,0,3029,2.330811509948667,11.5,0.041666666666666664,0
23,Male,Cebu,Savings,1.4,743.0,53818.74,2.0,23.0,0.0,0.174,61.6,1,0.0,33886.0,0,0,0,6879,1.5882293572098143,7.666666666666667,0.0,0
52,Male,Mindanao,Checking,5.6,615.0,26095.03,,17.0,0.0,0.159,58.2,1,0.0,43563.0,0,0,0,3424,0.5990182035075863,,0.0,0
37,Male,Visayas,Premium,0.1,728.0,25725.2,2.0,18.0,2.0,0.363,52.2,1,1.0,24700.0,0,0,0,5645,1.0415060728323278,6.0,0.10526315789473684,0
18,Female,Metro Manila,Savings,4.9,790.0,75686.72,5.0,17.0,2.0,0.165,55.4,0,0.0,32172.0,0,0,0,1951,2.352564963249019,2.8333333333333335,0.1111111111111111,0
26,Female,Davao,Savings,3.7,752.0,72374.65,5.0,19.0,1.0,0.165,16.2,0,1.0,64144.0,0,0,0,6203,1.1283151970390322,3.1666666666666665,0.05,1
54,Female,Metro Manila,Business,8.8,592.0,67578.34,4.0,18.0,0.0,0.347,68.0,0,1.0,30000.0,0,0,0,3624,2.2526113332582463,3.6,0.0,0
45,Female,Visayas,Checking,0.8,706.0,39947.12,,28.0,1.0,0.269,80.5,0,1.0,15000.0,0,0,0,12189,2.6631413331557905,,0.034482758620689655,0
39,Female,Metro Manila,Checking,7.0,575.0,147760.07,3.0,14.0,0.0,0.12,88.6,0,1.0,55332.0,0,0,1,12294,2.670427058435075,3.5,0.0,0
22,Female,Cebu,Checking,25.1,589.0,35736.94,2.0,19.0,0.0,0.342,68.5,1,1.0,33000.0,0,0,0,4804,1.0829375757247595,6.333333333333333,0.0,0
43,Female,Visayas,Premium,13.5,755.0,16350.56,1.0,23.0,1.0,0.28,49.5,1,1.0,53050.0,0,0,0,1195,0.30821036757194703,11.5,0.041666666666666664,0
